budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genre_names
0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",11499,16.87784,2008-10-15,0,122.0,Frost/Nixon,7.2,328,"['Drama', 'History']"
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",4912,18.165957,2002-12-30,33013805,113.0,Confessions of a Dangerous Mind,6.6,275,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
0,"[{'id': 18, 'name': 'Drama'}]",12506,3.735723,1987-11-05,0,157.0,Cry Freedom,6.9,51,['Drama']
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",24071,4.310168,1999-09-24,0,112.0,Mumford,6.3,26,"['Comedy', 'Drama', 'Romance']"
29000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",9667,24.240361,2005-03-04,21126225,103.0,The Jacket,6.8,455,"['Drama', 'Mystery', 'Thriller', 'Fantasy']"
28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",277216,61.76233,2015-08-13,201634991,147.0,Straight Outta Compton,7.7,1355,"['Drama', 'Music']"
28000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",87,66.976776,1984-05-23,333000000,118.0,Indiana Jones and the Temple of Doom,7.1,2781,"['Adventure', 'Action']"
60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2043,21.252797,2001-04-06,105178561,104.0,Along Came a Spider,6.1,400,"['Crime', 'Mystery', 'Thriller', 'Action']"
29000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",315664,19.237254,2016-05-06,48902953,110.0,Florence Foster Jenkins,6.6,392,"['Comedy', 'Drama']"
29000000,"[{'id': 28, 'name': 'Action'}]",1428,27.555646,2003-09-11,98185582,102.0,Once Upon a Time in Mexico,6.2,594,['Action']
28000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",562,66.169628,1988-07-15,140767956,131.0,Die Hard,7.5,3948,"['Action', 'Thriller']"
28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",318846,57.518472,2015-12-11,133346506,130.0,The Big Short,7.3,2607,"['Comedy', 'Drama']"
0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",26320,11.870161,2009-09-03,0,120.0,Taking Woodstock,6.2,127,"['Music', 'Comedy', 'Drama']"
28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",14292,7.534003,2004-02-06,64445708,135.0,Miracle,7.0,159,"['Drama', 'History']"
28000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",924,44.529429,2004-03-19,102356381,101.0,Dawn of the Dead,6.8,1016,"['Fantasy', 'Horror', 'Action']"
35000000,"[{'id': 35, 'name': 'Comedy'}]",2018,14.949395,2001-01-26,94728529,103.0,The Wedding Planner,5.5,427,['Comedy']
30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",192577,14.726338,2013-09-07,17137302,115.0,Space Pirate Captain Harlock,6.5,356,"['Animation', 'Science Fiction']"
21000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9428,24.13081,2001-10-05,71441250,110.0,The Royal Tenenbaums,7.4,1286,"['Comedy', 'Drama']"
28000000,"[{'id': 35, 'name': 'Comedy'}]",137093,28.043508,2013-10-31,134402450,105.0,Last Vegas,6.4,799,['Comedy']
28000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",699,26.090746,1981-06-23,195312802,127.0,For Your Eyes Only,6.3,490,"['Adventure', 'Action', 'Thriller']"
28000000,"[{'id': 10749, 'name': 'Romance'}]",112949,37.729059,2013-02-07,97594140,115.0,Safe Haven,6.9,823,['Romance']
28000000,"[{'id': 35, 'name': 'Comedy'}]",3638,15.794946,2007-07-25,92601050,104.0,No Reservations,6.1,327,['Comedy']
28000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",23483,45.054936,2010-03-22,96188903,117.0,Kick-Ass,7.1,4645,"['Action', 'Crime']"
28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4348,36.58383,2005-09-16,121147947,135.0,Pride & Prejudice,7.7,1358,"['Drama', 'Romance']"
28000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",78,94.056131,1982-06-25,33139618,117.0,Blade Runner,7.9,3509,"['Science Fiction', 'Drama', 'Thriller']"
28000000,"[{'id': 12, 'name': 'Adventure'}]",11780,10.703456,1995-04-13,31596911,139.0,Rob Roy,6.5,148,['Adventure']
28000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",192102,41.638961,2014-02-14,52597999,113.0,3 Days to Kill,6.0,883,"['Action', 'Drama', 'Thriller', 'Crime']"
21000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2001,14.518708,2007-05-25,54926886,117.0,We Own the Night,6.5,323,"['Drama', 'Crime', 'Thriller']"
28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",10025,22.074306,2006-05-12,38159905,103.0,Just My Luck,5.8,491,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']"
28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",15198,4.436792,1999-10-01,8888143,119.0,"Mystery, Alaska",6.0,69,"['Drama', 'Comedy']"
28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10317,12.921594,2015-09-11,7002261,108.0,Our Brand Is Crisis,5.8,195,"['Comedy', 'Drama']"
28000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",58431,28.397048,2016-02-04,16374328,108.0,Pride and Prejudice and Zombies,5.5,640,"['Romance', 'Horror', 'Comedy', 'Thriller']"
28000000,"[{'id': 18, 'name': 'Drama'}]",9746,7.039189,1997-12-25,5684789,134.0,Kundun,6.8,91,['Drama']
27000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",13092,16.785866,2008-10-02,17286299,110.0,How to Lose Friends & Alienate People,6.2,244,"['Comedy', 'Romance', 'Drama']"
28000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",59859,40.28635,2013-07-17,60700000,103.0,Kick-Ass 2,6.3,2224,"['Action', 'Adventure', 'Crime']"
24000000,"[{'id': 28, 'name': 'Action'}]",13495,6.009644,2006-09-01,23321954,145.0,Alatriste,5.6,61,['Action']
27500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",700,25.633663,1983-06-05,187500000,131.0,Octopussy,6.2,527,"['Adventure', 'Action', 'Thriller']"
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",4964,22.527211,2007-06-01,219076518,129.0,Knocked Up,6.2,1214,"['Comedy', 'Romance', 'Drama']"
30000000,"[{'id': 18, 'name': 'Drama'}]",10024,24.09152,2009-06-26,95714875,109.0,My Sister's Keeper,7.1,598,['Drama']
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13490,6.248273,2008-02-08,43650785,114.0,Welcome Home Roscoe Jenkins,5.7,57,"['Comedy', 'Drama']"
8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",15927,9.548391,1984-12-14,27187653,163.0,A Passage to India,6.9,67,"['Drama', 'Adventure', 'History']"
27500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5125,12.741073,2007-09-07,24748670,120.0,Rendition,6.2,205,"['Drama', 'Thriller']"
27000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",174,16.188572,1991-12-05,96900000,113.0,Star Trek VI: The Undiscovered Country,6.7,413,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
27000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9583,5.576937,2002-06-07,0,116.0,Divine Secrets of the Ya-Ya Sisterhood,5.6,65,"['Comedy', 'Drama', 'Romance']"
27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9437,18.913,1997-10-03,60527873,115.0,Kiss the Girls,6.2,345,"['Drama', 'Mystery', 'Thriller', 'Crime']"
27000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",525,44.714264,1980-06-17,115229890,133.0,The Blues Brothers,7.5,1065,"['Music', 'Comedy', 'Action', 'Crime']"
27000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10188,11.870301,2008-08-06,44352417,117.0,The Sisterhood of the Traveling Pants 2,6.0,238,"['Adventure', 'Comedy', 'Drama', 'Family']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",63574,5.753705,2012-01-13,0,117.0,Joyful Noise,6.7,33,"['Comedy', 'Music']"
27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",245,28.227984,2002-04-26,129000000,101.0,About a Boy,6.6,607,"['Drama', 'Comedy', 'Romance']"
27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",186,36.921445,2006-02-24,56308881,110.0,Lucky Number Slevin,7.4,1323,"['Drama', 'Thriller', 'Crime', 'Mystery']"
27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",9549,17.567332,1983-10-20,21500000,193.0,The Right Stuff,7.3,235,"['Drama', 'History']"
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",61891,16.698316,2011-10-21,15395087,130.0,Anonymous,6.3,288,"['Drama', 'History', 'Thriller']"
27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",34584,47.862016,1984-04-05,20158808,102.0,The NeverEnding Story,7.0,1002,"['Drama', 'Family', 'Fantasy', 'Adventure']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",12783,18.591657,2008-09-05,0,110.0,The Duchess,6.7,396,"['Drama', 'History', 'Romance']"
25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",13155,5.650125,1985-06-21,11137801,109.0,Return to Oz,6.7,120,"['Adventure', 'Family', 'Fantasy']"
27000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",42807,3.123583,1998-03-26,76000000,113.0,The Newton Boys,5.9,44,"['Crime', 'Action', 'Drama']"
27000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",28355,23.917982,2009-08-13,29000000,109.0,Case 39,6.1,563,"['Horror', 'Mystery', 'Thriller']"
0,"[{'id': 18, 'name': 'Drama'}]",5126,5.737161,2007-11-02,0,106.0,Martian Child,6.8,79,['Drama']
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",31582,5.271559,1999-11-26,4488529,112.0,Flawless,5.9,56,"['Comedy', 'Drama']"
27000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",16617,17.193659,2004-05-07,21148829,106.0,Mindhunters,6.3,333,"['Mystery', 'Thriller', 'Crime']"
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",8944,8.31653,2008-10-17,6673422,104.0,What Just Happened,5.2,127,"['Comedy', 'Drama']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",41488,2.653988,2003-12-12,0,120.0,The Statement,5.9,23,"['Drama', 'Thriller']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",37028,0.548435,2006-09-07,0,133.0,The Magic Flute,6.9,6,"['Comedy', 'Drama', 'Music']"
26000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6957,38.473732,2005-08-11,109449237,116.0,The 40 Year Old Virgin,6.2,1983,"['Comedy', 'Romance']"
25000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",1934,31.792964,1998-12-11,289317794,122.0,Shakespeare in Love,6.8,796,"['Romance', 'History']"
28000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",169917,61.309619,2014-09-18,53181600,113.0,A Walk Among the Tombstones,6.2,1131,"['Crime', 'Drama', 'Mystery', 'Thriller']"
15000000,"[{'id': 35, 'name': 'Comedy'}]",951,5.411154,1990-12-21,201957688,111.0,Kindergarten Cop,5.8,628,['Comedy']
27000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",10189,41.832392,2008-08-06,101624843,111.0,Pineapple Express,6.6,1148,"['Action', 'Comedy']"
26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",9454,21.988861,1998-07-31,65705772,121.0,Ever After: A Cinderella Story,6.8,399,"['Drama', 'Romance', 'Comedy']"
22000000,"[{'id': 37, 'name': 'Western'}]",2055,19.068175,2003-08-29,68296293,139.0,Open Range,7.0,262,['Western']
26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1551,24.114459,1990-08-09,61489265,115.0,Flatliners,6.3,404,"['Drama', 'Horror', 'Science Fiction', 'Thriller']"
22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",5902,20.256571,1977-06-15,50750000,175.0,A Bridge Too Far,6.9,207,"['Drama', 'History', 'War']"
26000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",134,39.742009,2000-08-30,71868327,106.0,"O Brother, Where Art Thou?",7.3,1112,"['Action', 'Adventure', 'Comedy']"
25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",134374,31.893932,2013-04-18,86175291,130.0,Pain & Gain,6.1,1573,"['Thriller', 'Crime', 'Action']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1901,15.376391,2004-12-29,0,109.0,In Good Company,5.9,194,"['Comedy', 'Drama', 'Romance']"
26000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",11509,10.981038,1985-07-10,0,127.0,Silverado,7.1,146,"['Action', 'Crime', 'Drama', 'Western']"
26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",7445,22.07638,2009-01-27,43318349,104.0,Brothers,6.8,633,"['Drama', 'Thriller', 'War']"
56000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",62838,21.219292,2011-12-08,142044638,118.0,New Year's Eve,5.7,718,"['Comedy', 'Romance']"
42000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",2057,14.831402,2001-08-03,35402320,118.0,Original Sin,5.8,198,"['Drama', 'Thriller', 'Mystery', 'Romance']"
26000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",70436,22.520842,2012-03-09,29657751,111.0,The Raven,6.1,426,"['Crime', 'Thriller', 'Mystery']"
30000000,"[{'id': 35, 'name': 'Comedy'}]",16784,3.314094,2004-02-24,14000000,110.0,Welcome to Mooseport,4.8,54,['Comedy']
26000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",31640,1.492056,1996-10-03,0,101.0,Blood and Wine,5.5,34,"['Crime', 'Drama', 'Thriller']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2779,9.317265,2001-08-05,0,103.0,The Curse of the Jade Scorpion,6.5,165,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']"
26000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",238615,66.097437,2015-07-10,30523226,116.0,Self/less,6.3,1091,"['Science Fiction', 'Mystery', 'Thriller']"
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1985,20.679652,2005-08-31,82466670,129.0,The Constant Gardener,6.8,417,"['Drama', 'Mystery', 'Thriller']"
30000000,"[{'id': 18, 'name': 'Drama'}]",615,38.171417,2004-02-25,611899420,127.0,The Passion of the Christ,6.9,864,['Drama']
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",788,30.884535,1993-11-24,441286195,125.0,Mrs. Doubtfire,7.0,1591,"['Comedy', 'Drama', 'Family']"
25000000,"[{'id': 18, 'name': 'Drama'}]",380,49.510658,1988-12-11,412800000,133.0,Rain Man,7.6,1709,['Drama']
33000000,"[{'id': 18, 'name': 'Drama'}]",13223,50.7453,2008-12-09,269958228,116.0,Gran Torino,7.8,3086,['Drama']
25100000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",10523,10.445391,2008-10-17,29506464,131.0,W.,6.1,143,"['Drama', 'History']"
26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",239571,33.93914,2014-10-16,35926213,117.0,The Best of Me,7.2,765,"['Drama', 'Romance']"
25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",619,26.576385,1992-11-25,411006740,129.0,The Bodyguard,6.1,661,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']"
22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",424,104.469351,1993-11-29,321365567,195.0,Schindler's List,8.3,4329,"['Drama', 'History', 'War']"
25000000,"[{'id': 18, 'name': 'Drama'}]",50014,42.191509,2011-08-09,124272124,146.0,The Help,7.8,1910,['Drama']
28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",162903,20.267062,2013-10-11,8555008,128.0,The Fifth Estate,5.7,364,"['Drama', 'Thriller']"
26000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",208763,7.182761,2014-01-30,0,127.0,Forbidden Kingdom,4.9,71,"['Thriller', 'Adventure', 'Mystery', 'Fantasy']"
25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",117,38.272889,1987-06-02,76270454,119.0,The Untouchables,7.6,1384,"['Crime', 'Drama', 'History', 'Thriller']"
25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6977,53.645267,2007-11-08,171600000,122.0,No Country for Old Men,7.7,3003,"['Crime', 'Drama', 'Thriller']"
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",392,28.727731,2000-12-14,152500343,121.0,Chocolat,6.8,951,"['Comedy', 'Drama', 'Romance']"
25000000,"[{'id': 35, 'name': 'Comedy'}]",88042,14.604911,2012-12-25,119772232,104.0,Parental Guidance,5.7,210,['Comedy']
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",41630,38.688822,2011-01-21,147780440,107.0,No Strings Attached,6.1,1331,"['Comedy', 'Romance']"
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 37, 'name': 'Western'}]",11969,30.537845,1993-12-25,56505065,130.0,Tombstone,7.4,626,"['Action', 'Adventure', 'Drama', 'History', 'Western']"
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2085,19.750059,2000-03-20,91036760,115.0,Romeo Must Die,6.0,330,"['Action', 'Crime', 'Thriller']"
2800000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",794,25.939385,1976-06-06,60922980,111.0,The Omen,7.2,476,"['Horror', 'Thriller']"
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",77877,26.811541,2012-04-19,99357138,101.0,The Lucky One,6.8,946,"['Drama', 'Romance']"
25000000,"[{'id': 18, 'name': 'Drama'}]",866,34.160448,2004-10-17,116766556,106.0,Finding Neverland,7.2,1223,['Drama']
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",75174,48.552871,2012-01-26,77278331,117.0,The Grey,6.4,1451,"['Action', 'Drama', 'Thriller']"
25000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11096,18.228538,2005-01-27,122644820,101.0,Hide and Seek,6.1,440,"['Horror', 'Mystery', 'Thriller']"
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",769,63.654244,1990-09-12,46836394,145.0,GoodFellas,8.2,3128,"['Drama', 'Crime']"
28000000,"[{'id': 28, 'name': 'Action'}]",10923,11.859396,2003-03-14,58795814,102.0,Agent Cody Banks,5.0,284,['Action']
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",111,70.105981,1983-12-08,65884703,170.0,Scarface,8.0,2948,"['Action', 'Crime', 'Drama', 'Thriller']"
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",746,21.189028,1987-10-21,43984230,163.0,The Last Emperor,7.4,355,"['Drama', 'History']"
25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",77866,31.364901,2012-01-12,63100000,109.0,Contraband,6.1,770,"['Thriller', 'Action', 'Drama', 'Crime']"
25000000,"[{'id': 18, 'name': 'Drama'}]",7345,37.817905,2007-12-28,77208711,158.0,There Will Be Blood,7.9,1537,['Drama']
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",9779,17.17372,2005-06-01,39053061,119.0,The Sisterhood of the Traveling Pants,6.3,386,"['Drama', 'Comedy']"
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",14177,5.625632,2005-06-02,36351350,105.0,Beauty Shop,5.4,115,"['Comedy', 'Romance']"
25000000,"[{'id': 18, 'name': 'Drama'}]",198185,17.312433,2014-05-09,38307627,124.0,Million Dollar Arm,6.6,259,['Drama']
0,"[{'id': 35, 'name': 'Comedy'}]",10735,7.057765,2003-03-27,0,105.0,What a Girl Wants,5.8,368,['Comedy']
17000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11351,19.045146,2003-08-08,63102666,104.0,Jeepers Creepers 2,5.5,299,"['Horror', 'Thriller']"
